Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,SPEED_MAX_GUST,MAX_REL_HUMIDITY,hotel_index,events_total_score,events_max_score,events_avg_score,events_count,events_earliest_day,events_latest_day,events_avg_day,events_primary_segment,events_span_days,events_density,has_major_event,has_multiple_events
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Exec 1 BR Ent District MTCC Jays with Parking,"Entertainment District, Toronto (Entertainment District)",Apartment,0.6 miles from downtown,,$185,,,,,,,,,,,,,,,,,,505,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Drake Hotel,"West Queen West, Toronto (West Queen West)",Classic Queen,2.2 miles from downtown,,$255,,,,,,,,,,,,,,,,,,506,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,BIG Oasis Studio near Airport YYZ,Toronto,Studio,10.3 miles from downtown,,$138,,,,,,,,,,,,,,,,,,507,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Stunning Victorian in Downtown,"Cabbagetown, Toronto (Cabbagetown)",Three-Bedroom Townhouse,0.9 miles from downtown,,$776,,,,,,,,,,,,,,,,,,508,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Bright Suites Finch West by GLOBALSTAY,"North York, Toronto",One-bedroom Loft Apartment,9.4 miles from downtown,Late Escape Deal,$183,,,,,,,,,,,,,,,,,,509,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,N7 Castle Green Retreat-Hot Tub,"Etobicoke, Toronto",Three-Bedroom House,8.7 miles from downtown,,$420,,,,,,,,,,,,,,,,,,510,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment with City View,0.7 miles from downtown,Late Escape Deal,$214,,,,,,,,,,,,,,,,,,511,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Premier Executive Room with King Bed.,0.5 miles from downtown,,$297,,,,,,,,,,,,,,,,,,512,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,,$250,,,,,,,,,,,,,,,,,,513,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Cozy Downtown 2BR Suite near CN Tower with Balcony,"Entertainment District, Toronto (Entertainment District)",Apartment,0.6 miles from downtown,,$279,,,,,,,,,,,,,,,,,,514,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Partner offer option,1.5 miles from downtown,,$187,,,,,,,,,,,,,,,,,,515,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Gorgeous Condo in Downtown Near CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,,$177,,,,,,,,,,,,,,,,,,516,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Northwood,"North York, Toronto",Deluxe Queen Room,9.9 miles from downtown,,$97,,,,,,,,,,,,,,,,,,517,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Newly updated 2BR, 2Bath & Den in Downtown Toronto beside Union Station & Scotia Bank Arena!","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment with Balcony,0.7 miles from downtown,,$397,,,,,,,,,,,,,,,,,,518,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Cozy house near HWY401 & Go station in Scarborough,"Scarborough, Toronto",Three-Bedroom House,15.4 miles from downtown,,$331,,,,,,,,,,,,,,,,,,519,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double Room with Two Double Beds,0.6 miles from downtown,,$251,,,,,,,,,,,,,,,,,,520,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Apartment with Queen Bed and Balcony,2.2 miles from downtown,,$193,,,,,,,,,,,,,,,,,,521,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Queen Room,0.5 miles from downtown,,$168,,,,,,,,,,,,,,,,,,522,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sonder by Marriott Bonvoy Artesa Apartments West Queen West,Toronto,One-Bedroom Apartment with Double Bed and Balcony,2.4 miles from downtown,,$199,,,,,,,,,,,,,,,,,,523,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Historic Superior Suite,0.3 miles from downtown,,$187,,,,,,,,,,,,,,,,,,524,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1 miles from downtown,,$139,,,,,,,,,,,,,,,,,,525,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard King Room,0.7 miles from downtown,,$187,,,,,,,,,,,,,,,,,,526,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",King Room with City View - Non Smoking,0.9 miles from downtown,,$268,,,,,,,,,,,,,,,,,,527,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Town Inn Suites Hotel,"The Village, Toronto (The Village)",Deluxe King Suite,1.2 miles from downtown,,$151,,,,,,,,,,,,,,,,,,528,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,0.3 miles from downtown,,$175,,,,,,,,,,,,,,,,,,529,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Room with Two Queen Beds - Non-Smoking,11 miles from downtown,,$148,,,,,,,,,,,,,,,,,,530,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,11 miles from downtown,,$141,,,,,,,,,,,,,,,,,,531,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Studio,0.3 miles from downtown,,$200,,,,,,,,,,,,,,,,,,532,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 1 Queen",0.1 miles from downtown,,$231,,,,,,,,,,,,,,,,,,533,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,,$122,,,,,,,,,,,,,,,,,,534,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium Double Room,11.9 miles from downtown,,$100,,,,,,,,,,,,,,,,,,535,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,11.2 miles from downtown,,$111,,,,,,,,,,,,,,,,,,536,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Premium King Room - High Floor,0.5 miles from downtown,,$301,,,,,,,,,,,,,,,,,,537,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Pleasant 1BR Sofa Bed Close to UofT,"Downtown Toronto, Toronto",Apartment with Balcony,0.9 miles from downtown,,$203,,,,,,,,,,,,,,,,,,538,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4 miles from downtown,,$296,,,,,,,,,,,,,,,,,,539,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,,$272,,,,,,,,,,,,,,,,,,540,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds,0.5 miles from downtown,,$296,,,,,,,,,,,,,,,,,,541,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9 miles from downtown,,$130,,,,,,,,,,,,,,,,,,542,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.7 miles from downtown,,$257,,,,,,,,,,,,,,,,,,543,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hilton Toronto,"Financial District, Toronto (Financial District)",King Room,0.2 miles from downtown,,$196,,,,,,,,,,,,,,,,,,544,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",King Suite - Non-Smoking,10.5 miles from downtown,,$117,,,,,,,,,,,,,,,,,,545,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,0.5 miles from downtown,,$220,,,,,,,,,,,,,,,,,,546,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Novotel Toronto North York,"North York, Toronto",Superior King Room,8.2 miles from downtown,,$198,,,,,,,,,,,,,,,,,,547,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,B Hotel,Toronto,Deluxe Suite,2.7 miles from downtown,,$154,,,,,,,,,,,,,,,,,,548,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",King Room,1.4 miles from downtown,,$220,,,,,,,,,,,,,,,,,,549,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Midtown Home Suites,Toronto,Double Room,3.6 miles from downtown,,$89,,,,,,,,,,,,,,,,,,550,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,11 miles from downtown,,$123,,,,,,,,,,,,,,,,,,551,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard King Room,9.9 miles from downtown,,$126,,,,,,,,,,,,,,,,,,552,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Margie Townhome Suites,"The Village, Toronto (The Village)",Superior Loft Suite,0.6 miles from downtown,,$190,,,,,,,,,,,,,,,,,,553,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Delta Hotels by Marriott Toronto Airport & Conference Centre,"Etobicoke, Toronto",Double Queen Room,10.2 miles from downtown,,$131,,,,,,,,,,,,,,,,,,554,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,,$132,,,,,,,,,,,,,,,,,,555,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard King Room with Mobility Accessible Tub,10.5 miles from downtown,,$132,,,,,,,,,,,,,,,,,,556,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Small Room,0.9 miles from downtown,,$261,,,,,,,,,,,,,,,,,,557,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$298,,,,,,,,,,,,,,,,,,558,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room with Bath Tub - Mobility Access,0.7 miles from downtown,,$181,,,,,,,,,,,,,,,,,,559,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Courtyard by Marriott Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,10.9 miles from downtown,,$121,,,,,,,,,,,,,,,,,,560,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment with City View,0.7 miles from downtown,Late Escape Deal,$213,,,,,,,,,,,,,,,,,,561,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Union Hotel,"Financial District, Toronto (Financial District)",Queen Room,0.4 miles from downtown,,$230,,,,,,,,,,,,,,,,,,562,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Deluxe King Room,1.3 miles from downtown,,$245,,,,,,,,,,,,,,,,,,563,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Guest room, 1 Queen",0.8 miles from downtown,,$430,,,,,,,,,,,,,,,,,,564,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Double Room with Two Double Beds,0.6 miles from downtown,,$206,,,,,,,,,,,,,,,,,,565,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,,$130,,,,,,,,,,,,,,,,,,566,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Chic Toronto Suite,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$190,,,,,,,,,,,,,,,,,,567,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Queen Room with Two Queen Beds - Non-Smoking,9 miles from downtown,,$110,,,,,,,,,,,,,,,,,,568,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room with Two Double Beds,5.7 miles from downtown,,$131,,,,,,,,,,,,,,,,,,569,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Core Downtown Toronto-3 Bedrooms-2 Bathrooms-Washrooms-Free Parking-CN Tower-Ripleys Museum-Blue Jays Stadium In front-Indoor Gym-Swimming Pool-Jacuzzi Sauna-Filter Drinking Water-WiFi,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,,$365,,,,,,,,,,,,,,,,,,570,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,,$129,,,,,,,,,,,,,,,,,,571,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Warm Downtown Home,"Old Town Toronto, Toronto (Old Town Toronto)",Standard Double Room,0.5 miles from downtown,Late Escape Deal,$115,,,,,,,,,,,,,,,,,,572,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,"The Westin Harbour Castle, Toronto","The Harbourfront, Toronto (The Harbourfront)","Guest room, 1 King, Lake view",0.8 miles from downtown,,$238,,,,,,,,,,,,,,,,,,573,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",Premium King Room - High Floor,1.4 miles from downtown,,$266,,,,,,,,,,,,,,,,,,574,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Modern Private Room Private Bathroom with King Bed with TV and Optional Balcony 10 minutes to Rogers Stadium Midtown Downtown Toronto,"North York, Toronto",Triple Room with Private Bathroom,7.5 miles from downtown,,$129,,,,,,,,,,,,,,,,,,575,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,"The Anndore House, part of JDV by Hyatt","The Village, Toronto (The Village)",King Loft,1.2 miles from downtown,,$353,,,,,,,,,,,,,,,,,,576,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Le Germain Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,,$251,,,,,,,,,,,,,,,,,,577,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,,$134,,,,,,,,,,,,,,,,,,578,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,,$161,,,,,,,,,,,,,,,,,,579,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Standard King Room,10.7 miles from downtown,,$116,,,,,,,,,,,,,,,,,,580,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Travellers Home,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,,$113,,,,,,,,,,,,,,,,,,581,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Falstaff Home,Toronto,Double Room,7.3 miles from downtown,Late Escape Deal,$70,,,,,,,,,,,,,,,,,,582,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Smoking,9.7 miles from downtown,,$112,,,,,,,,,,,,,,,,,,583,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Four Seasons Hotel Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Superior King Room,1.4 miles from downtown,,$412,,,,,,,,,,,,,,,,,,584,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",Studio King,1.2 miles from downtown,,$365,,,,,,,,,,,,,,,,,,585,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio (2 Adults),1.3 miles from downtown,,$123,,,,,,,,,,,,,,,,,,586,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,,$214,,,,,,,,,,,,,,,,,,587,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.4 miles from downtown,,$286,,,,,,,,,,,,,,,,,,588,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Nox Hostel,"Downtown Toronto, Toronto",Double Room with Shared Bathroom,1.3 miles from downtown,Late Escape Deal,$83,,,,,,,,,,,,,,,,,,589,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.4 miles from downtown,,$322,,,,,,,,,,,,,,,,,,590,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Twin Room,0.8 miles from downtown,,$143,,,,,,,,,,,,,,,,,,591,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,The Westin Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)","Traditional, Guest room, 1 King",11.1 miles from downtown,,$133,,,,,,,,,,,,,,,,,,592,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hotel Victoria,"Financial District, Toronto (Financial District)",Room Queen Size Bed,0.3 miles from downtown,,$225,,,,,,,,,,,,,,,,,,593,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,"The Slate Hotel Downtown, Sonder by Marriott Bonvoy","Entertainment District, Toronto (Entertainment District)",Queen Room,0.7 miles from downtown,,$205,,,,,,,,,,,,,,,,,,594,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",Queen Suite,0.2 miles from downtown,,$203,,,,,,,,,,,,,,,,,,595,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.333333333333332,1,1
