Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,price_usd,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,SPEED_MAX_GUST,MAX_REL_HUMIDITY,hotel_index,events_total_score,events_max_score,events_avg_score,events_count,events_earliest_day,events_latest_day,events_avg_day,events_primary_segment,events_span_days,events_density,has_major_event,has_multiple_events,price_cad,length_of_stay,is_holiday,district,latitude,longitude,is_weekend,week_of_year,booking_lead_time,room_category
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio (2 Adults),1.3,124.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1596,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,167.4,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.4,289.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1597,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,390.15,3,False,Entertainment District,43.6426,-79.3871,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Nox Hostel,"Downtown Toronto, Toronto",Double Room with Shared Bathroom,1.3,84.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1598,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,113.4,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Economy Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Standard Room,0.8,137.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1599,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,184.95,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Designer 3Br & 2WR Townhouse,Toronto,Three-Bedroom Apartment,3.4,289.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1600,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,390.15,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Large Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7,252.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1601,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,340.2,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",Deluxe Queen Suite,0.2,238.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1602,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,321.3,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Suite
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5,241.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1603,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,325.35,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,TVHR - Luxury Condos in Heart of Downtown with Breakfast,"Downtown Toronto, Toronto",Two-Bedroom Apartment with City View,1.1,445.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1604,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,600.75,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Beautiful 2 Bedroom Downtown Toronto Condo with free parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1,235.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1605,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,317.25,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,"Cozy Room with Private Kitchen, Private Bathroom",Toronto,Deluxe Double Room with Bath,2.7,98.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1606,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,132.3,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Hotel Victoria,"Financial District, Toronto (Financial District)",Standard Queen Room,0.3,206.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1607,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,278.1,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Queen
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Park Hyatt Toronto,"The Annex, Toronto (The Annex)",Deluxe King Room - High Floor,1.4,588.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1608,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,793.8,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Standard Twin Room,1.5,179.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1609,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,241.65,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Double
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,The Westlake,"Etobicoke, Toronto",Comfort Studio,7.0,161.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1610,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,217.35,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Studio
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2,90.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1611,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,121.5,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Belarte Suites - Downtown Toronto - CN Tower & Rogers Centre,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7,554.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1612,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,747.9,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Large Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Stylish Condos Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7,303.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1613,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,409.05,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,The Omni King Edward Hotel,"Old Town Toronto, Toronto (Old Town Toronto)",Deluxe Room - 1 King Bed,0.3,280.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1614,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,378.0,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Modern Apartment Close To The Beach with Parking,Toronto,Two-Bedroom Apartment,3.6,287.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1615,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,387.45,3,False,The Beaches,43.6677,-79.293,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6,390.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1616,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,526.5,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Luxury Home - Upper Toronto Beaches,Toronto,Holiday Home,3.7,467.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1617,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,630.45,3,False,The Beaches,43.6677,-79.293,True,43,30,Standard
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,"Large Downtown 2Br condo with Parking steps to Eaton Centre, UofT and SickKids","Downtown Toronto, Toronto",Two-Bedroom Apartment,0.6,249.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1618,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,336.15,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,The Hazelton Hotel,"Bloor-Yorkville, Toronto (Bloor-Yorkville)","Deluxe Room, 1 King Bed",1.4,666.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1619,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,899.1,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,10.3,121.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1620,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,163.35,3,False,North York,43.7615,-79.4111,True,43,30,Standard Queen
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,12.5,57.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1621,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,76.95,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,"DOWNTOWN, LUXURY CONDO, CN TOWER, ROGERS CENTER, SCOCIA ARENA, UNOBSTRUCTED VIEW","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7,429.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1622,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,579.15,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,0.2,211.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1623,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,284.85,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.4,409.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1624,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,552.15,3,False,Entertainment District,43.6426,-79.3871,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,TononHouse,"North York, Toronto",Queen Room,9.2,58.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1625,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,78.3,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Queen
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,The Alexandra Hotel,"Downtown Toronto, Toronto",Double and Single Bed Room,1.0,134.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1626,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,180.9,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Double
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Sutton Place Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Accessible Room - 1 King Bed,0.7,321.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1627,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,433.35,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Accessible Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,10.7,114.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1628,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,153.9,3,False,Airport Area,43.6777,-79.6248,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Chic 1-BR Condo; Parking included; Downtown Core,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7,316.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1629,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,426.6,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Autumnaly Whisper 2 BR & DEN in the Heart of the City,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.5,300.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1630,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,405.0,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Large Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Tom home,Toronto,Double Room with Shared Toilet,5.0,60.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1631,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,81.0,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Double
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,2BR Yorkville Condo - Self Check In & Free Parking,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.3,307.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1632,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,414.45,3,False,Bloor-Yorkville,43.6706,-79.3951,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Welcome Home! Acores Bed & Breakfast,Toronto,Superior King Room,2.7,137.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1633,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,184.95,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2,122.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1634,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,164.7,3,False,North York,43.7615,-79.4111,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Marriott Downtown at CF Toronto Eaton Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)","Guest room, 2 Double",0.2,296.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1635,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,399.6,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Double
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Modern Lux Family Rooms - KingBed - Near Sheppard W Station Toronto,"North York, Toronto",Family Room,8.4,121.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1636,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,163.35,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Family Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,La TUMU,"The Village, Toronto (The Village)",Deluxe Studio,0.9,199.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1637,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,268.65,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Spectacular 3 BR 2 WR House - Close to Airport,"Etobicoke, Toronto",Three-Bedroom Apartment,9.4,188.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1638,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,253.8,3,False,Airport Area,43.6777,-79.6248,True,43,30,Large Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Urban Explore,"Downtown Toronto, Toronto",Superior Suite,0.7,313.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1639,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,422.55,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Suite
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Montecassino Hotel & Event Centre,"North York, Toronto",Partner offer option,8.6,126.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1640,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,170.1,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",King Room,10.8,162.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1641,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,218.7,3,False,Airport Area,43.6777,-79.6248,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",Superior Suite,0.8,217.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1642,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,292.95,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Suite
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,The Queen's Griffen,Toronto,Deluxe Suite,2.6,217.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1643,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,292.95,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Suite
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Modern Luxury Room,0.8,270.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1644,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,364.5,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Beautiful Luxurious Modern Condo With Breathtaking Views,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7,505.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1645,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,681.75,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Downtown Toronto 3 Bedrooms - 1 Free Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.4,239.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1646,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,322.65,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Large Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,9mins airport 1 min to shopping mall,"Etobicoke, Toronto",Double Room with Shared Bathroom,9.6,41.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1647,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,55.35,3,False,Airport Area,43.6777,-79.6248,True,43,30,Economy Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Residence Inn by Marriott Toronto Downtown / Entertainment District,"Entertainment District, Toronto (Entertainment District)",King Studio with Sofa Bed,0.7,337.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1648,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,454.95,3,False,Entertainment District,43.6426,-79.3871,True,43,30,Studio
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Burano Condo 1 BD in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,0.7,230.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1649,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,310.5,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Le Germain Hotel Maple Leaf Square,"Entertainment District, Toronto (Entertainment District)",Classic King Room,0.6,327.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1650,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,441.45,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Cozy & Modern Ensuite Basement Rooms - Steps to Subway & Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,6.8,73.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1651,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,98.55,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Double
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",Queen Room,1.4,231.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1652,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,311.85,3,False,Bloor-Yorkville,43.6706,-79.3951,True,43,30,Standard Queen
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Central Downtown Toronto - Trinity Bellwood Park,"Downtown Toronto, Toronto",Classic Apartment,1.4,142.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1653,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,191.7,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Xiao Wang,"The Annex, Toronto (The Annex)",Deluxe Room,1.6,184.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1654,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,248.4,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Stunning Rooms in Townhouse across the Beach,"The Beaches, Toronto (The Beaches)",Deluxe Double Room with Balcony,4.0,101.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1655,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,136.35,3,False,The Beaches,43.6677,-79.293,True,43,30,Deluxe Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Classy and Luxury 2 bedroom apartment 5 mins to Dundas Square,"The Village, Toronto (The Village)",Two-Bedroom Apartment,0.5,293.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1656,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,395.55,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Two-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Spark by Hilton Toronto Airport,"Etobicoke, Toronto",King Room,10.8,106.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1657,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,143.1,3,False,Airport Area,43.6777,-79.6248,True,43,30,Standard King
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6,149.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1658,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,201.15,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Standard Queen
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Executive Corner Suite with Panoramic View,"Entertainment District, Toronto (Entertainment District)",Apartment,0.7,470.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1659,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,634.5,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Lovely 1-Bedroom New Apartment Downtown,Toronto,One-Bedroom Apartment,2.2,156.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1660,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,210.6,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Deluxe Queen Rooms Downtown,Toronto,Queen Room with Shared Bathroom,2.9,88.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1661,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,118.8,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Economy Room
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,Modern Suite in Etobicoke - Near Airport & Downtown!,"Etobicoke, Toronto",One-Bedroom Apartment,7.2,85.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1662,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,114.75,3,False,Airport Area,43.6777,-79.6248,True,43,30,One-Bedroom Apartment
2025-09-25,booking.com,2.0,2025-10-25,2025-10-28,3 BR House in Toronto Downtown,Toronto,Apartment,3.0,278.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1663,251.39,11.2,4.12,61,0,2,0.66,Music,2,20.33333333333333,True,True,375.3,3,False,Yonge - Dundas,43.6532,-79.3832,True,43,30,Apartment
